Title,Description,Creator,Donor,Date,Date is Approximate?,Keywords,Coverage,Latitude,Longitude,Relation,Publisher,Source,Identifier,Rights,Rights (Standardized),Format Original,Type,Format Digital,Language,Filename,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
Forests,Four men can be seen standing at the base of a few trees in a forest. One man can be seen holding a crosscut saw up next to one of the tree's trunks.,,,1913,yes,trees; men; crosscut saws,United States--Idaho--Latah County,,,Gale File,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_02,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/37,37,1031.jp2,/phs/image/1031.jp2
Crooks and Wrights Sawmill,"View of the pond and log deck of the early day Crooks and Wrights Sawmill, which is located a few miles north of Potlatch.",,,1918,yes,ponds; logs,United States--Idaho--Latah County--Potlatch,46.924994,-116.895361,Gale File,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_13b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/38,38,1032.jp2,/phs/image/1032.jp2
Old Ponderosa Pine,"Two men standing at the base of an old ponderosa pine, located in the mill yard at Potlatch, Idaho.",,,1906-01-26,,trees; men,United States--Idaho--Latah County--Potlatch,46.924994,-116.895361,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_14,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/39,39,1033.jp2,/phs/image/1033.jp2
Ponderosa Pine Skid,"A group of men standing around next to a few horses. The horses are pulling a ponderosa pine on a skid. The men left to right are John Adair, Pete Clyde, Frank Adair Jr., Bill Edmundsen, and Bud Adair.",,,1904,yes,men; horses,United States--Idaho--Latah County--Potlatch,46.929264,-116.933486,Gale Files,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_15a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/40,40,1034.jp2,/phs/image/1034.jp2
Ponderosa Pine Skid,"An explanation of a photo showing a group of horses pulling an old ponderosa pine from Potlatch junction to Palouse, Washington.",,,1904,yes,men; horses,United States--Idaho--Latah County--Potlatch,46.929264,-116.933486,Gale Files,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_15b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/41,41,1035.jp2,/phs/image/1035.jp2
Ponderosa Pine,"Ray Smith bucking a ponderosa pine on his place, which is located approximately two and a half miles south of Potlatch, Idaho. A horse can be seen standing behind the log.",,,1910,yes,logs; horses,United States--Idaho--Latah County--Potlatch,46.916105,-116.897608,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_16a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/42,42,1036.jp2,/phs/image/1036.jp2
Ponderosa Pine,"Ray Smith riding on top of a ponderosa pine, which is being pulled by two horses. Ray got about six dollars for this log.",,,1910,yes,logs; horses,United States--Idaho--Latah County,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_16b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/43,43,1037.jp2,/phs/image/1037.jp2
Log Drive,"View of a log drive on the Palouse River, near Elberton, Washington. A bunch of men can be seen moving logs from a forest to a sawmill. A group of houses and a few fields can be seen in the background.",,,1910,yes,rivers; logs; men,United States--Washington--Whitman County--Elberton,46.981901,-117.22048,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_17,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/44,44,1038.jp2,/phs/image/1038.jp2
Camp 1,"View of Camp 1, located near Hatter Creek. A group of log cabins can be seen surrounded by trees. Camp 1 may have been moved a time or two.",,,1910,yes,lumber camps; log cabins,United States--Idaho--Latah County--Princeton,46.906079,-116.842737,Gale Files,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_18a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/45,45,1039.jp2,/phs/image/1039.jp2
Birthday Dinner for Zimmer,"An article about the 90th birthday dinner for Rudolph W. Zimmer to be held on Sunday, April 23 1989.  Taken from the Idahonian/Daily News April 15&16 1989.",,,1989-04-15,,,United States--Idaho--Latah County--Deep Creek,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Deep Creek 1, Potlatch Historical Society",Gale_DeepCreek1-22a,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpeg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/46,46,104.jp2,/phs/image/104.jp2
Rail Camp Cars,View of a few rail camp cars.,,,1910,yes,camps; railroad cars,United States--Idaho--Latah County,,,Gale Files,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_18b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/47,47,1040.jp2,/phs/image/1040.jp2
Camp 1,"View of a railroad track running through Camp 1, which is located on Hatter Creek. A few railroad cars can be seen behind the tracks.",,,1910,yes,railroads cars; railroads,United States--Idaho--Latah County--Princeton,46.906079,-116.842737,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_19a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/48,48,1041.jp2,/phs/image/1041.jp2
PLC Camp,A group of men can be seen standing with  horses at a PLC camp.,,,1910,yes,lumber camps; horses,United States--Idaho--Latah County,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_19b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/49,49,1042.jp2,/phs/image/1042.jp2
PLC Camp,A group of men holding food and drinks outside a log cabin at a PLC camp.,,,1910,yes,lumber camps; log cabins; men,United States--Idaho--Latah County,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_20,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/50,50,1043.jp2,/phs/image/1043.jp2
Camp Cookhouse,The cooking crew standing in front of a cookhouse at a Hatter Creek camp. A dog can be seen standing under a large triangle.,,,1910,yes,lumber camps; cooks,United States--Idaho--Latah County--Princeton,46.906079,-116.842737,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_21,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/51,51,1044.jp2,/phs/image/1044.jp2
PLC Camp,"View of a group of people standing outside a log cabin at a PLC camp, located around Princeton-Harvard, Idaho.",,,1907,yes,lumber camps; log cabins,United States--Idaho--Latah County--Harvard,46.920622,-116.781587,Potlatch Corp.,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_22a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/52,52,1045.jp2,/phs/image/1045.jp2
Camp 7,"View of railroad cars at camp 7, which is located near Bovill, Idaho.",,,1907,yes,railroad cars; lumber camps,United States--Idaho--Latah County--Bovill,46.860649,-116.394463,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",Gale_Timber and Logging_22b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/53,53,1046.jp2,/phs/image/1046.jp2
